CustID,Premium,Model_Year,Owner_Type,Road side addon,No Claim bonus discount,Electric add on rate,Company,Car Type,RTO,CNGkit,Paymentmode,Total IDV,Seats,Acquisition Channel
17981,"28,559",2010,1,0,"1,289",480,Mahindra,Sedan,Navi Mumbai,0,Digital Wallet,"838,610",5,In Direct
17982,"29,644",2006,2,1,"1,522",503,Honda,HatchBack,Navi Mumbai,1,Credit Card,"665,862",7,In Direct
17983,"30,101",2018,2,0,"1,359",514,Honda,Sedan,Pen,1,Digital Wallet,"777,518",5,In Direct
17984,"25,229",2012,2,0,"1,500",490,Hyundai,Sedan,Navi Mumbai,0,UPI,"688,660",8,Direct
17985,"28,612",2010,1,1,"1,546",313,Hyundai,HatchBack,Thane,1,Credit Card,"819,255",6,Direct
17986,"33,162",2018,2,0,"1,284",518,Hyundai,HatchBack,Pen,1,Digital Wallet,"593,515",7,Direct
17987,"32,456",2015,2,0,"1,336",421,Mahindra,HatchBack,Pen,1,Digital Wallet,"742,556",5,In Direct
17988,"30,188",2014,2,0,"1,507",508,Maruti,HatchBack,Pen,0,UPI,"713,248",5,Direct
17989,"31,810",2002,2,1,"1,208",542,Mahindra,HatchBack,Mumbai,0,UPI,"823,938",7,Direct
17990,"26,312",2015,1,1,"1,454",580,Maruti,HatchBack,Thane,0,Credit Card,"628,764",7,In Direct
17991,"28,485",2006,1,0,"1,262",598,Maruti,Sedan,Navi Mumbai,0,Digital Wallet,"727,737",8,Direct
17992,"26,637",2000,1,1,"1,343",557,Hyundai,HatchBack,Thane,1,Digital Wallet,"829,970",5,Direct
17993,"25,531",2015,1,1,"1,576",587,Mahindra,Sedan,Navi Mumbai,0,UPI,"659,850",5,Direct
17994,"30,891",2010,1,1,"1,262",312,Honda,HatchBack,Pen,0,Credit Card,"558,383",5,In Direct
17995,"30,372",2002,2,1,"1,325",527,Mahindra,Sedan,Mumbai,0,Credit Card,"732,098",5,In Direct
17996,"34,224",2014,1,1,"1,226",573,Hyundai,HatchBack,Pen,1,Net Banking,"643,694",5,In Direct
17997,"28,898",2010,1,1,"1,388",384,Honda,HatchBack,Pen,1,Credit Card,"847,121",6,In Direct
17998,"33,997",2001,2,1,"1,284",545,Hyundai,Sedan,Pen,0,Credit Card,"747,989",8,In Direct
17999,"26,224",2004,2,0,"1,327",558,Hyundai,HatchBack,Pen,0,Credit Card,"562,356",8,In Direct
18000,"30,512",2016,1,1,"1,277",352,Mahindra,HatchBack,Thane,0,Digital Wallet,"763,875",7,In Direct
18001,"34,638",2018,2,1,"1,498",348,Hyundai,Sedan,Pen,1,Digital Wallet,"588,286",7,In Direct
18002,"28,525",2016,2,0,"1,265",562,Honda,HatchBack,Mumbai,0,UPI,"576,625",7,In Direct
18003,"30,634",2014,1,1,"1,279",489,Honda,Sedan,Navi Mumbai,0,Credit Card,"818,772",5,In Direct
18004,"34,733",2019,2,1,"1,330",345,Hyundai,Sedan,Mumbai,1,Credit Card,"728,705",6,In Direct
18005,"27,376",2003,2,0,"1,266",328,Hyundai,Sedan,Mumbai,1,Digital Wallet,"647,408",8,Direct
18006,"28,643",2014,2,0,"1,211",556,Honda,HatchBack,Navi Mumbai,0,Credit Card,"839,988",5,Direct
18007,"32,785",2009,2,1,"1,587",404,Honda,HatchBack,Pen,0,UPI,"622,614",5,In Direct
18008,"33,846",2003,1,1,"1,296",537,Maruti,Sedan,Mumbai,1,UPI,"705,465",6,In Direct
18009,"33,053",2003,2,1,"1,246",384,Hyundai,Sedan,Pen,0,UPI,"764,952",8,In Direct
18010,"31,543",2003,2,1,"1,300",319,Honda,Sedan,Navi Mumbai,0,Credit Card,"837,339",6,Direct
18011,"30,016",2007,2,1,"1,459",583,Maruti,HatchBack,Pen,0,UPI,"760,440",8,In Direct
18012,"32,810",2014,1,0,"1,230",490,Honda,HatchBack,Navi Mumbai,0,UPI,"645,919",8,In Direct
18013,"25,302",2015,2,0,"1,423",326,Maruti,HatchBack,Mumbai,0,Net Banking,"561,063",7,Direct
18014,"28,126",2008,1,0,"1,380",503,Mahindra,HatchBack,Mumbai,0,Digital Wallet,"653,233",6,Direct
18015,"28,074",2015,1,0,"1,538",488,Mahindra,HatchBack,Thane,1,Net Banking,"581,252",7,Direct
18016,"33,721",2006,2,0,"1,304",301,Honda,HatchBack,Pen,1,Digital Wallet,"599,342",6,In Direct
18017,"26,800",2011,1,1,"1,600",315,Mahindra,Sedan,Navi Mumbai,1,UPI,"821,079",6,Direct
18018,"34,805",2019,2,0,"1,490",328,Hyundai,Sedan,Navi Mumbai,0,Net Banking,"601,741",8,Direct
18019,"34,517",2008,2,1,"1,519",335,Hyundai,HatchBack,Pen,1,Credit Card,"753,659",5,In Direct
18020,"26,259",2012,1,0,"1,486",445,Hyundai,HatchBack,Thane,1,Digital Wallet,"830,237",7,Direct
18021,"34,824",2007,1,1,"1,226",588,Maruti,HatchBack,Mumbai,1,Net Banking,"635,591",5,Direct
18022,"28,493",2001,2,0,"1,455",347,Hyundai,Sedan,Pen,0,UPI,"667,786",5,Direct
18023,"32,584",2002,1,1,"1,375",301,Hyundai,HatchBack,Pen,0,UPI,"702,310",6,In Direct
18024,"25,789",2017,2,0,"1,274",302,Mahindra,HatchBack,Thane,0,Net Banking,"781,603",7,In Direct
18025,"33,434",2009,2,0,"1,518",457,Mahindra,HatchBack,Mumbai,1,UPI,"556,303",8,In Direct
18026,"34,148",2014,2,0,"1,214",462,Hyundai,HatchBack,Mumbai,0,Credit Card,"758,579",5,In Direct
18027,"33,567",2000,1,0,"1,396",475,Honda,Sedan,Thane,0,Digital Wallet,"749,197",7,In Direct
18028,"30,646",2007,2,1,"1,284",496,Maruti,HatchBack,Thane,0,Net Banking,"565,738",8,Direct
18029,"31,524",2007,1,1,"1,272",419,Honda,HatchBack,Mumbai,0,Net Banking,"566,039",6,Direct
18030,"25,988",2009,1,1,"1,498",512,Mahindra,HatchBack,Mumbai,0,Digital Wallet,"703,127",8,Direct
18031,"34,055",2015,1,1,"1,589",490,Honda,HatchBack,Navi Mumbai,0,Credit Card,"816,257",7,Direct
18032,"27,675",2002,2,1,"1,583",474,Mahindra,HatchBack,Navi Mumbai,1,UPI,"698,507",8,In Direct
18033,"29,256",2002,2,0,"1,321",509,Mahindra,Sedan,Pen,0,Net Banking,"697,253",8,Direct
18034,"27,397",2012,1,0,"1,207",339,Honda,Sedan,Pen,0,Credit Card,"729,952",8,Direct
18035,"32,225",2019,1,1,"1,412",322,Hyundai,HatchBack,Navi Mumbai,1,Digital Wallet,"550,586",6,In Direct
18036,"30,552",2003,2,0,"1,368",417,Mahindra,HatchBack,Navi Mumbai,0,UPI,"747,943",6,Direct
18037,"30,760",2016,2,0,"1,379",493,Maruti,HatchBack,Navi Mumbai,1,Digital Wallet,"832,984",5,In Direct
18038,"34,090",2008,2,1,"1,469",445,Maruti,HatchBack,Mumbai,0,Digital Wallet,"717,000",8,Direct
18039,"25,332",2000,1,0,"1,489",466,Hyundai,Sedan,Thane,0,Credit Card,"558,893",5,Direct
18040,"25,900",2018,1,1,"1,496",496,Mahindra,HatchBack,Navi Mumbai,0,Net Banking,"569,709",5,Direct
18041,"28,928",2003,2,1,"1,259",315,Hyundai,Sedan,Mumbai,0,Digital Wallet,"822,530",6,In Direct
18042,"33,326",2013,1,1,"1,381",439,Hyundai,Sedan,Pen,1,Net Banking,"609,614",7,Direct
18043,"27,140",2002,2,0,"1,373",524,Honda,Sedan,Mumbai,1,Digital Wallet,"561,836",8,Direct
18044,"27,580",2001,2,1,"1,450",545,Honda,HatchBack,Navi Mumbai,0,Net Banking,"816,750",7,Direct
18045,"32,288",2006,1,0,"1,426",441,Honda,Sedan,Mumbai,0,Credit Card,"587,654",5,In Direct
18046,"28,359",2018,2,1,"1,289",462,Honda,HatchBack,Navi Mumbai,1,Digital Wallet,"701,427",7,In Direct
18047,"26,653",2014,2,0,"1,398",388,Honda,HatchBack,Pen,1,Credit Card,"649,419",7,In Direct
18048,"28,890",2009,1,0,"1,545",459,Hyundai,HatchBack,Mumbai,1,Credit Card,"640,243",6,In Direct
18049,"32,697",2000,1,1,"1,587",550,Hyundai,Sedan,Pen,0,Digital Wallet,"706,692",6,Direct
18050,"25,502",2001,1,1,"1,340",449,Maruti,HatchBack,Mumbai,0,Net Banking,"567,704",5,In Direct
18051,"28,708",2017,2,0,"1,231",330,Hyundai,HatchBack,Navi Mumbai,1,UPI,"760,240",7,In Direct
18052,"32,717",2008,2,0,"1,388",555,Maruti,Sedan,Thane,1,Credit Card,"685,017",6,In Direct
18053,"28,811",2009,2,1,"1,234",328,Honda,HatchBack,Navi Mumbai,1,Digital Wallet,"706,099",6,In Direct
18054,"28,865",2019,1,1,"1,444",508,Maruti,Sedan,Mumbai,1,UPI,"624,253",7,In Direct
18055,"26,146",2019,1,0,"1,494",408,Maruti,Sedan,Pen,0,Credit Card,"724,940",5,Direct
18056,"27,118",2004,1,0,"1,264",480,Hyundai,Sedan,Thane,1,Net Banking,"645,120",7,Direct
18057,"27,965",2014,2,0,"1,510",436,Maruti,Sedan,Navi Mumbai,1,Credit Card,"811,180",8,In Direct
18058,"25,814",2015,2,1,"1,348",425,Mahindra,Sedan,Mumbai,1,Digital Wallet,"569,735",7,In Direct
18059,"30,763",2011,1,1,"1,501",389,Mahindra,Sedan,Mumbai,1,Net Banking,"557,207",6,In Direct
18060,"34,857",2010,2,1,"1,371",536,Maruti,HatchBack,Thane,1,Net Banking,"720,516",6,In Direct
18061,"25,075",2016,1,1,"1,481",535,Maruti,Sedan,Thane,0,UPI,"709,289",6,Direct
18062,"29,285",2010,1,1,"1,473",300,Honda,Sedan,Mumbai,1,Net Banking,"835,769",5,In Direct
18063,"27,135",2007,1,1,"1,563",458,Honda,HatchBack,Mumbai,1,Credit Card,"832,395",5,Direct
18064,"32,054",2002,1,0,"1,523",314,Mahindra,Sedan,Navi Mumbai,1,Net Banking,"615,385",5,In Direct
18065,"25,673",2007,2,0,"1,442",374,Mahindra,Sedan,Navi Mumbai,0,Net Banking,"636,916",6,In Direct
18066,"32,032",2015,2,1,"1,481",570,Honda,Sedan,Pen,1,Digital Wallet,"790,862",8,In Direct
18067,"26,536",2002,1,1,"1,213",367,Mahindra,Sedan,Pen,1,Credit Card,"659,032",7,Direct
18068,"25,374",2007,1,1,"1,582",372,Hyundai,HatchBack,Thane,0,UPI,"778,650",5,In Direct
18069,"29,550",2011,1,0,"1,213",373,Maruti,HatchBack,Thane,1,Net Banking,"685,615",5,In Direct
18070,"34,151",2015,1,0,"1,296",474,Mahindra,HatchBack,Mumbai,0,Digital Wallet,"572,429",6,In Direct
18071,"31,414",2015,2,0,"1,208",381,Mahindra,Sedan,Thane,0,Digital Wallet,"707,495",6,In Direct
18072,"30,880",2005,2,1,"1,589",474,Hyundai,Sedan,Pen,1,Net Banking,"658,761",7,Direct
18073,"29,451",2015,2,1,"1,374",586,Hyundai,Sedan,Mumbai,1,Credit Card,"722,175",7,Direct
18074,"27,089",2001,1,1,"1,500",430,Mahindra,HatchBack,Navi Mumbai,1,Credit Card,"621,703",7,In Direct
18075,"34,716",2012,1,1,"1,586",416,Honda,Sedan,Mumbai,0,Digital Wallet,"760,247",6,Direct
18076,"26,934",2005,1,0,"1,428",596,Mahindra,Sedan,Navi Mumbai,0,Digital Wallet,"655,555",6,In Direct
18077,"32,129",2005,2,1,"1,298",402,Hyundai,Sedan,Mumbai,0,UPI,"787,844",6,In Direct
18078,"31,762",2018,2,0,"1,309",590,Honda,Sedan,Thane,0,Digital Wallet,"799,288",7,Direct
18079,"28,719",2000,1,0,"1,235",407,Maruti,HatchBack,Pen,1,Credit Card,"754,009",6,Direct
18080,"27,315",2005,1,1,"1,379",400,Honda,HatchBack,Thane,0,UPI,"705,302",8,Direct
18081,"32,076",2001,2,0,"1,212",401,Honda,Sedan,Navi Mumbai,1,UPI,"775,420",5,In Direct
18082,"34,973",2006,2,0,"1,271",421,Hyundai,Sedan,Mumbai,1,Digital Wallet,"667,647",7,Direct
18083,"30,302",2010,2,1,"1,309",526,Maruti,Sedan,Navi Mumbai,0,Credit Card,"584,043",8,Direct
18084,"33,241",2014,1,1,"1,248",504,Hyundai,HatchBack,Navi Mumbai,1,Credit Card,"783,247",5,In Direct
18085,"29,906",2017,1,1,"1,371",384,Hyundai,HatchBack,Navi Mumbai,1,Credit Card,"773,366",8,Direct
18086,"26,086",2007,2,0,"1,483",388,Hyundai,Sedan,Pen,0,UPI,"729,403",7,Direct
18087,"30,484",2015,1,0,"1,288",375,Mahindra,HatchBack,Pen,0,Net Banking,"625,416",7,Direct
18088,"28,499",2019,1,1,"1,399",593,Maruti,HatchBack,Navi Mumbai,1,UPI,"764,646",8,In Direct
18089,"31,242",2003,2,0,"1,516",332,Maruti,Sedan,Mumbai,1,UPI,"771,500",6,In Direct
18090,"34,651",2016,2,0,"1,484",448,Maruti,HatchBack,Pen,1,UPI,"826,666",8,Direct
18091,"34,306",2002,1,0,"1,227",388,Maruti,HatchBack,Thane,0,UPI,"806,163",5,In Direct
18092,"26,487",2019,1,1,"1,429",535,Maruti,HatchBack,Pen,1,UPI,"660,873",6,Direct
18093,"25,754",2003,1,0,"1,236",582,Maruti,HatchBack,Pen,0,UPI,"621,652",6,Direct
18094,"31,403",2003,2,1,"1,326",452,Maruti,Sedan,Mumbai,0,Credit Card,"781,081",7,Direct
18095,"32,445",2003,1,0,"1,318",519,Hyundai,HatchBack,Mumbai,0,UPI,"690,847",8,Direct
18096,"26,194",2003,2,0,"1,400",594,Honda,Sedan,Thane,0,Net Banking,"552,574",7,Direct
18097,"26,587",2017,2,0,"1,304",306,Honda,HatchBack,Thane,1,Credit Card,"656,689",6,In Direct
18098,"26,454",2005,2,1,"1,354",463,Mahindra,Sedan,Pen,1,Credit Card,"801,005",6,Direct
18099,"26,035",2008,2,0,"1,401",459,Hyundai,Sedan,Thane,1,Credit Card,"838,412",7,Direct
18100,"25,863",2007,1,0,"1,567",583,Mahindra,Sedan,Thane,1,Net Banking,"796,279",6,Direct
18101,"32,097",2006,1,0,"1,597",580,Hyundai,HatchBack,Navi Mumbai,1,Digital Wallet,"654,480",6,In Direct
18102,"33,478",2016,1,1,"1,396",529,Honda,Sedan,Navi Mumbai,0,Net Banking,"800,179",6,In Direct
18103,"33,691",2007,2,0,"1,516",369,Maruti,Sedan,Mumbai,0,UPI,"740,084",7,Direct
18104,"33,837",2010,1,1,"1,369",434,Maruti,HatchBack,Navi Mumbai,1,UPI,"629,978",6,In Direct
18105,"27,448",2018,1,1,"1,434",302,Hyundai,HatchBack,Pen,1,Credit Card,"824,678",7,Direct
18106,"34,290",2019,1,1,"1,306",324,Maruti,HatchBack,Pen,1,UPI,"602,999",7,In Direct
18107,"33,061",2004,2,0,"1,288",559,Honda,HatchBack,Thane,0,Credit Card,"614,862",6,In Direct
18108,"31,313",2003,2,1,"1,540",385,Mahindra,HatchBack,Pen,0,UPI,"777,237",8,In Direct
18109,"31,106",2003,2,1,"1,492",312,Honda,HatchBack,Thane,1,Net Banking,"570,938",6,In Direct
18110,"34,134",2003,2,1,"1,407",584,Honda,HatchBack,Navi Mumbai,1,Credit Card,"582,264",5,In Direct
18111,"28,465",2011,2,1,"1,451",542,Maruti,HatchBack,Navi Mumbai,1,UPI,"776,673",7,Direct
18112,"30,668",2010,2,0,"1,355",598,Mahindra,HatchBack,Mumbai,1,Digital Wallet,"734,674",8,In Direct
18113,"29,196",2018,1,0,"1,558",592,Honda,Sedan,Pen,0,UPI,"590,544",8,Direct
18114,"25,095",2008,1,0,"1,338",340,Hyundai,HatchBack,Navi Mumbai,0,Net Banking,"784,456",8,Direct
18115,"34,945",2000,2,1,"1,367",346,Mahindra,Sedan,Mumbai,1,Credit Card,"692,214",7,In Direct
18116,"26,396",2019,2,0,"1,409",327,Honda,Sedan,Mumbai,1,Net Banking,"639,217",8,In Direct
18117,"34,604",2014,1,1,"1,255",331,Honda,Sedan,Thane,1,Credit Card,"634,796",8,Direct
18118,"30,053",2005,2,0,"1,258",326,Hyundai,Sedan,Navi Mumbai,1,Credit Card,"765,963",8,In Direct
18119,"31,670",2012,2,1,"1,336",516,Maruti,HatchBack,Thane,1,Credit Card,"707,299",8,In Direct
18120,"27,904",2012,1,1,"1,202",337,Maruti,Sedan,Pen,0,UPI,"580,617",5,Direct
18121,"27,940",2005,2,0,"1,426",435,Maruti,Sedan,Pen,0,Credit Card,"777,521",7,In Direct
18122,"33,427",2014,2,0,"1,292",386,Maruti,HatchBack,Thane,1,Digital Wallet,"746,941",5,Direct
18123,"27,194",2000,1,0,"1,597",348,Mahindra,Sedan,Navi Mumbai,1,UPI,"691,016",8,In Direct
18124,"27,716",2003,1,0,"1,390",582,Mahindra,Sedan,Navi Mumbai,1,Digital Wallet,"698,103",5,In Direct
18125,"30,532",2012,1,1,"1,571",420,Honda,Sedan,Navi Mumbai,1,UPI,"595,641",7,Direct
18126,"27,098",2009,1,1,"1,307",321,Hyundai,HatchBack,Pen,1,Net Banking,"738,023",7,In Direct
18127,"28,426",2017,1,1,"1,487",524,Hyundai,Sedan,Thane,1,UPI,"586,509",5,In Direct
18128,"32,898",2011,1,0,"1,595",417,Maruti,Sedan,Mumbai,1,Net Banking,"756,308",5,Direct
18129,"27,823",2000,2,1,"1,360",376,Honda,Sedan,Navi Mumbai,0,Credit Card,"605,812",6,Direct
18130,"31,097",2000,1,0,"1,429",375,Mahindra,Sedan,Pen,1,UPI,"683,869",7,In Direct
18131,"25,865",2017,1,1,"1,365",599,Maruti,Sedan,Mumbai,1,Digital Wallet,"690,196",7,Direct
18132,"30,957",2007,2,0,"1,461",338,Maruti,Sedan,Thane,1,UPI,"553,470",5,Direct
18133,"33,387",2000,2,1,"1,481",458,Mahindra,Sedan,Navi Mumbai,0,Credit Card,"709,472",6,Direct
18134,"26,068",2004,2,1,"1,509",462,Maruti,HatchBack,Navi Mumbai,0,Credit Card,"554,247",5,In Direct
18135,"29,330",2013,1,1,"1,428",584,Honda,HatchBack,Pen,0,Net Banking,"551,998",8,Direct
18136,"30,810",2005,2,0,"1,234",355,Honda,HatchBack,Mumbai,0,Digital Wallet,"797,961",5,Direct
18137,"34,558",2010,1,0,"1,516",354,Hyundai,Sedan,Thane,0,Net Banking,"762,162",7,In Direct
18138,"32,371",2016,1,1,"1,572",547,Mahindra,Sedan,Pen,1,Net Banking,"741,091",7,Direct
18139,"34,680",2004,2,0,"1,203",530,Mahindra,Sedan,Navi Mumbai,0,Credit Card,"654,436",8,Direct
18140,"29,231",2012,1,0,"1,262",422,Maruti,HatchBack,Pen,1,Digital Wallet,"713,623",8,Direct
18141,"30,491",2019,1,0,"1,573",305,Hyundai,HatchBack,Mumbai,1,Net Banking,"581,265",6,In Direct
18142,"26,772",2002,2,1,"1,223",521,Honda,Sedan,Mumbai,0,UPI,"823,770",6,Direct
18143,"27,259",2001,1,0,"1,540",336,Maruti,Sedan,Mumbai,0,Net Banking,"771,574",6,In Direct
18144,"30,917",2012,2,0,"1,233",600,Maruti,HatchBack,Pen,1,Credit Card,"810,406",8,In Direct
18145,"25,712",2015,2,1,"1,465",481,Hyundai,HatchBack,Navi Mumbai,0,Net Banking,"734,225",8,Direct
18146,"31,043",2015,2,1,"1,509",511,Mahindra,Sedan,Thane,0,Credit Card,"625,494",5,Direct
18147,"34,574",2005,1,0,"1,326",595,Maruti,HatchBack,Navi Mumbai,0,Digital Wallet,"827,666",5,Direct
18148,"34,862",2017,2,1,"1,428",579,Honda,HatchBack,Pen,0,Credit Card,"781,231",5,In Direct
18149,"29,707",2002,2,1,"1,347",503,Hyundai,HatchBack,Thane,1,Net Banking,"823,062",8,Direct
18150,"33,996",2013,2,0,"1,306",594,Hyundai,HatchBack,Navi Mumbai,0,Net Banking,"793,123",7,Direct
18151,"31,868",2008,1,1,"1,434",395,Hyundai,Sedan,Mumbai,1,Digital Wallet,"593,027",5,In Direct
18152,"26,242",2003,2,1,"1,464",514,Maruti,Sedan,Mumbai,1,UPI,"815,417",7,In Direct
18153,"27,761",2018,1,1,"1,466",427,Hyundai,HatchBack,Thane,0,UPI,"769,932",5,Direct
18154,"33,319",2016,1,1,"1,400",425,Maruti,Sedan,Navi Mumbai,1,Net Banking,"617,314",8,Direct
18155,"33,733",2010,1,1,"1,341",354,Honda,HatchBack,Pen,0,Net Banking,"828,081",5,In Direct
18156,"30,544",2008,2,1,"1,236",374,Mahindra,HatchBack,Mumbai,0,Net Banking,"752,109",8,Direct
18157,"29,131",2002,2,1,"1,303",312,Mahindra,HatchBack,Mumbai,1,Credit Card,"588,405",8,In Direct
18158,"27,316",2015,2,0,"1,267",571,Hyundai,Sedan,Navi Mumbai,1,Net Banking,"605,066",5,Direct
18159,"32,941",2013,1,0,"1,407",364,Honda,Sedan,Navi Mumbai,1,Net Banking,"772,273",7,In Direct
18160,"30,742",2000,1,1,"1,594",594,Maruti,HatchBack,Mumbai,0,Net Banking,"657,361",6,Direct
18161,"32,251",2013,2,0,"1,441",537,Hyundai,Sedan,Mumbai,0,UPI,"708,340",6,In Direct
18162,"25,769",2001,1,0,"1,445",305,Maruti,HatchBack,Navi Mumbai,0,Digital Wallet,"783,628",8,In Direct
18163,"33,799",2019,1,1,"1,434",449,Maruti,HatchBack,Mumbai,0,Digital Wallet,"844,689",6,Direct
18164,"26,403",2008,2,0,"1,416",568,Maruti,HatchBack,Navi Mumbai,0,Credit Card,"778,456",7,In Direct
18165,"33,638",2010,2,0,"1,259",531,Mahindra,Sedan,Navi Mumbai,0,Net Banking,"830,353",7,In Direct
18166,"34,928",2017,1,0,"1,227",579,Mahindra,Sedan,Pen,1,Digital Wallet,"679,106",7,Direct
18167,"33,476",2017,2,0,"1,581",502,Honda,HatchBack,Mumbai,1,Net Banking,"825,811",8,In Direct
18168,"34,458",2006,2,0,"1,314",578,Maruti,Sedan,Navi Mumbai,0,UPI,"667,076",5,In Direct
18169,"33,979",2015,2,1,"1,444",493,Mahindra,HatchBack,Thane,0,Credit Card,"705,043",6,In Direct
18170,"31,431",2014,1,1,"1,476",341,Honda,HatchBack,Navi Mumbai,0,Credit Card,"595,939",7,In Direct
18171,"27,386",2001,1,1,"1,306",544,Honda,Sedan,Pen,1,UPI,"622,376",6,In Direct
18172,"33,451",2010,2,0,"1,297",595,Hyundai,Sedan,Pen,1,Credit Card,"777,809",5,Direct
18173,"30,694",2008,1,1,"1,536",496,Honda,Sedan,Thane,0,Credit Card,"793,836",8,In Direct
18174,"25,869",2019,1,0,"1,551",381,Maruti,Sedan,Mumbai,0,Net Banking,"630,994",8,Direct
18175,"27,091",2006,1,0,"1,514",473,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"615,275",6,In Direct
18176,"32,133",2015,1,1,"1,304",525,Hyundai,Sedan,Mumbai,1,Digital Wallet,"740,277",8,Direct
18177,"31,861",2008,1,0,"1,300",395,Honda,Sedan,Mumbai,0,Net Banking,"645,316",8,Direct
18178,"25,498",2013,2,0,"1,362",345,Honda,HatchBack,Mumbai,1,Net Banking,"675,024",8,Direct
18179,"29,754",2001,2,1,"1,565",469,Mahindra,HatchBack,Mumbai,1,Credit Card,"594,514",5,In Direct
18180,"29,781",2019,2,0,"1,472",402,Mahindra,Sedan,Mumbai,0,Digital Wallet,"688,088",6,In Direct
18181,"34,594",2002,1,0,"1,214",553,Mahindra,HatchBack,Pen,1,Digital Wallet,"608,403",8,In Direct
18182,"33,598",2011,1,0,"1,369",551,Honda,HatchBack,Mumbai,0,Credit Card,"827,525",6,Direct
18183,"26,114",2013,1,0,"1,559",306,Maruti,HatchBack,Mumbai,1,Net Banking,"805,307",7,In Direct
18184,"33,933",2019,2,1,"1,551",516,Maruti,HatchBack,Navi Mumbai,1,Digital Wallet,"551,892",6,Direct
18185,"28,686",2015,2,1,"1,302",448,Mahindra,HatchBack,Navi Mumbai,0,Net Banking,"664,136",5,Direct
18186,"28,769",2000,2,1,"1,496",431,Mahindra,Sedan,Pen,0,Credit Card,"563,412",5,Direct
18187,"26,716",2019,1,1,"1,285",441,Honda,Sedan,Navi Mumbai,1,Credit Card,"732,929",7,Direct
18188,"33,245",2012,2,1,"1,281",502,Maruti,Sedan,Thane,1,UPI,"586,795",6,In Direct
18189,"25,955",2015,1,1,"1,260",347,Honda,Sedan,Mumbai,1,Net Banking,"646,897",6,Direct
18190,"30,318",2003,2,1,"1,391",469,Maruti,Sedan,Thane,0,Net Banking,"775,627",6,In Direct
18191,"30,373",2002,2,0,"1,220",376,Mahindra,Sedan,Navi Mumbai,0,Digital Wallet,"644,452",8,In Direct
18192,"34,596",2010,1,1,"1,585",482,Maruti,HatchBack,Navi Mumbai,1,Net Banking,"557,638",6,In Direct
18193,"28,261",2003,2,0,"1,414",581,Mahindra,Sedan,Navi Mumbai,0,UPI,"798,577",8,In Direct
18194,"33,527",2013,1,0,"1,505",468,Honda,HatchBack,Pen,1,Credit Card,"689,606",6,In Direct
18195,"32,900",2018,1,0,"1,379",452,Hyundai,Sedan,Pen,0,Digital Wallet,"636,094",5,In Direct
18196,"29,695",2008,1,1,"1,566",355,Hyundai,Sedan,Navi Mumbai,1,UPI,"835,670",8,Direct
18197,"27,236",2005,1,1,"1,479",578,Hyundai,Sedan,Thane,0,Digital Wallet,"790,645",6,Direct
18198,"27,049",2009,1,0,"1,264",498,Maruti,Sedan,Navi Mumbai,0,Net Banking,"630,043",7,Direct
18199,"28,144",2009,2,1,"1,285",554,Hyundai,Sedan,Pen,1,Credit Card,"784,419",5,Direct
18200,"26,513",2009,2,0,"1,599",337,Mahindra,HatchBack,Pen,1,Net Banking,"601,482",8,Direct
18201,"34,343",2008,1,1,"1,464",504,Hyundai,HatchBack,Navi Mumbai,0,Credit Card,"683,698",8,Direct
18202,"32,516",2006,2,1,"1,323",562,Honda,HatchBack,Mumbai,1,Credit Card,"789,459",8,In Direct
18203,"26,370",2000,1,0,"1,286",403,Hyundai,HatchBack,Navi Mumbai,0,Digital Wallet,"721,824",5,In Direct
18204,"34,049",2006,1,1,"1,466",432,Mahindra,Sedan,Thane,1,UPI,"831,748",7,Direct
18205,"28,216",2005,1,0,"1,306",462,Mahindra,HatchBack,Navi Mumbai,1,Digital Wallet,"733,778",8,In Direct
18206,"26,270",2013,2,0,"1,466",396,Honda,HatchBack,Mumbai,0,Net Banking,"671,924",8,In Direct
18207,"29,170",2004,2,0,"1,591",332,Hyundai,Sedan,Mumbai,1,UPI,"820,179",6,Direct
18208,"27,959",2004,2,1,"1,497",489,Honda,Sedan,Navi Mumbai,1,Net Banking,"580,848",5,Direct
18209,"30,890",2007,2,0,"1,375",576,Maruti,Sedan,Mumbai,0,Digital Wallet,"741,436",5,In Direct
18210,"25,972",2011,1,0,"1,479",460,Mahindra,Sedan,Pen,0,UPI,"563,065",7,In Direct
18211,"28,382",2002,2,1,"1,230",535,Maruti,Sedan,Mumbai,0,UPI,"658,495",8,In Direct
18212,"32,203",2018,1,1,"1,221",421,Mahindra,Sedan,Navi Mumbai,1,Net Banking,"647,619",8,In Direct
18213,"27,450",2010,2,1,"1,318",423,Honda,Sedan,Thane,1,Digital Wallet,"822,657",7,In Direct
18214,"32,139",2000,2,1,"1,435",455,Maruti,HatchBack,Thane,0,Net Banking,"784,560",5,Direct
18215,"26,871",2009,2,0,"1,316",546,Mahindra,Sedan,Thane,1,Digital Wallet,"818,344",6,In Direct
18216,"29,191",2001,1,0,"1,516",431,Maruti,HatchBack,Mumbai,1,UPI,"576,136",7,Direct
18217,"33,454",2007,1,1,"1,224",402,Honda,Sedan,Navi Mumbai,0,Net Banking,"748,797",8,In Direct
18218,"31,964",2000,1,0,"1,456",544,Mahindra,HatchBack,Thane,0,Net Banking,"771,732",6,Direct
